We Bought a Zoo,18291
The Next Three Days,16117
Horton Hears a Who!,12444
Natural Born Killers,284
The Neon Demon,37499
Bedtime Stories,13241
Spaceballs,2916
The Ides of March,17835
Poltergeist,28763
The Lincoln Lawyer,16623
Body of Lies,13000
Freaky Friday,6444
"South Park: Bigger, Longer & Uncut",2585
Melancholia,16972
Hostel,10702
The Evil Dead,3979
The Karate Kid,2307
Monster House,11114
Blue Valentine,15241
Hot Tub Time Machine,14977
A Fistful of Dollars,2835
This Is 40,20052
Flushed Away,11376
The Legend of Zorro,10476
Fracture,11763
Legally Blonde,4319
Valerian and the City of a Thousand Planets,44337
LOL,19509
Mike and Dave Need Wedding Dates,39333
Kiss Kiss Bang Bang,10413
Paddington,25202
The Watch,19180
A Few Good Men,2156
Immortals,18100
Desperado,160
Homefront,22132
Big Daddy,2579
Shame,18010
3 Days to Kill,22895
Stoker,20539
Rocky III,2297
Spy Kids,4105
Final Destination 5,17625
Rosemary's Baby,2051
Seven Samurai,1910
The Road to El Dorado,3362
Matilda,813
The Grudge,8220
The Passion of the Christ,7165
Only God Forgives,20967
The Imaginarium of Doctor Parnassus,13914
The Fox and the Hound,1004
Bride Wars,13297
Rambo: First Blood Part II,2289
High School Musical 2,12882
Tremors,6510
Modern Times,3342
Knock Knock,32891
Next,11634
Young Frankenstein,1233
Water for Elephants,17031
Beastly,16206
The Bounty Hunter,14943
Crank: High Voltage,13616
Wild Tales,24902
The World Is Not Enough,2965
Horns,24257
Brazil,1157
Castle in the Sky,6212
The Darjeeling Limited,12091
The Thing,17964
Johnny English,6401
Life As We Know It,15897
How to Lose a Guy in 10 Days,6017
The Addams Family,2015
Spirit: Stallion of the Cimarron,5255
Deep Impact,1767
Daddy's Home,35362
The Wave,13020
Lawrence of Arabia,1162
Basic Instinct,1060
Ride Along,22520
Eastern Promises,12065
National Lampoon’s Van Wilder,5149
The Pacifier,9766
Patch Adams,2318
Point Break,4223
Mr. Peabody & Sherman,22979
Tucker and Dale vs Evil,16384
Air Force One,1535
The Drop,24089
You've Got Mail,2311
High School Musical 3: Senior Year,13044
Rocky Balboa,11446
Jennifer's Body,14156
Tinker Tailor Soldier Spy,17820
Scream 2,1635
The Founder,41654
Beowulf,12187
The Graduate,1202
Ghost in the Shell,723
Buried,15257
Scooby-Doo,5285
Army of Darkness,1172
The Fountain,11263
Inherent Vice,24861
The Final Destination,14165
The Break-Up,10974
RockNRolla,13042
Garfield,7729
A History of Violence,10387
3 Idiots,14732
Cruel Intentions,2428
Colombiana,17667
Saw V,13092
The Boondock Saints,3157
Premium Rush,19334
The Brothers Grimm,10322
The Prince of Egypt,2281
Inside Llewyn Davis,22129
Closer,8254
Concussion,34196
The Girl Next Door,7193
Magnolia,3043
The Bone Collector,2889
Dogma,2935
Blackhat,25836
The Virgin Suicides,3434
Kung Fu Hustle,9733
Safe Haven,20457
Swiss Army Man,38968
Dark City,1661
Falling Down,2904
Devil,15894
Remember the Titans,3792
The Reader,13189
Some Like It Hot,883
Selma,25392
Cinema Paradiso,1132
Hush,37966
Catwoman,7939
The Raid 2,23170
Shakespeare in Love,2283
Fantasia,1237
Into the Storm,24082
Clueless,38
King Arthur,7913
Willy Wonka & the Chocolate Factory,1042
Café Society,38898
Revolutionary Road,13245
Lethal Weapon 3,1893
Letters to Juliet,15310
The Abyss,1092
August Rush,12177
Nymphomaniac: Vol. II,22730
Movie 43,20314
The Time Traveler's Wife,14024
Zoolander 2,35220
Scary Movie 5,20791
Last Vegas,22011
Boogie Nights,1595
Triple 9,36244
Poltergeist,1885
Nausicaä of the Valley of the Wind,6947
ParaNorman,19307
Safe,18906
Master and Commander: The Far Side of the World,6796
Zathura: A Space Adventure,10561
Paul Blart: Mall Cop,13334
Almost Famous,3773
Carlito's Way,426
Hotel Rwanda,9529
The Longest Yard,10096
Perfect Strangers,38186
The Scorpion King,5179
Rush Hour 3,12001
The Autopsy of Jane Doe,41150
No Escape,32371
The Skin I Live In,17677
Flightplan,10384
Along Came Polly,7020
Point Break,34889
T2 Trainspotting,42175
42,20759
Okja,43645
Grimsby,36258
The Thin Red Line,2314
Akira,1229
The Assassination of Jesse James by the Coward Robert Ford,12109
Killers,15242
The Talented Mr. Ripley,3059
The Bélier Family,29703
"As Above, So Below",24015
Confessions of a Shopaholic,13554
Meet the Robinsons,11727
You're Next,21482
The Punisher,7272
30 Days of Night,12097
Savages,19151
Pandorum,14134
Asterix & Obelix: Mission Cleopatra,9260
Lethal Weapon 4,1809
The Life Aquatic with Steve Zissou,9541
Locke,23276
S.W.A.T.,6446
Hardcore Henry,33050
What We Do in the Shadows,24343
Scary Movie 4,10927
The Book of Life,24464
Gamer,14166
Contraband,18341
The Best of Me,24350
Jarhead,10517
Bridget Jones: The Edge of Reason,8242
Mr. Popper's Penguins,17282
Billy Elliot,3842
From Russia with Love,2832
A Nightmare on Elm Street,15185
The Little Prince,33324
St. Vincent,24372
Clerks,219
Kiki's Delivery Service,8927
The Ninth Gate,3237
The Parent Trap,1950
Happy Gilmore,102
Thelma & Louise,3298
J. Edgar,18064
Mad Max Beyond Thunderdome,3582
Two Is a Family,42886
Shallow Hal,4760
Trading Places,2922
Scent of a Woman,3134
True Romance,550
Kung Fury,30061
Carnage,17987
Evil Dead II,1216
From Hell,4735
Aliens vs Predator: Requiem,12284
Blue Velvet,1967
Saw: The Final Chapter,16053
"Honey, I Shrunk the Kids",1945
Season of the Witch,16463
Shanghai Noon,3502
Bronson,14052
Babe,33
The Great Dictator,1236
Never Let Me Go,15922
Saw VI,14359
The Men Who Stare at Goats,14141
Silence,33362
Commando,6515
The Change-Up,17599
Event Horizon,1518
Killing Them Softly,19707
Fences,41562
Magic in the Moonlight,23861
Scream 3,3155
Attack the Block,17204
21 & Over,20450
Atomic Blonde,44632
Adventureland,13550
"Girl, Interrupted",3069
The Last of the Mohicans,1357
Singin' in the Rain,872
The Great Beauty,21351
New Year's Eve,18288
Stranger Than Fiction,11125
Predator 2,3575
Nanny McPhee,10762
The Elephant Man,2200
Solace,34516
The Name of the Rose,2354
Wayne's World,3135
Hairspray,11812
Jackie,41468
A Cinderella Story,7916
Ouija: Origin of Evil,40953
Mommy,25465
Paperman,19901
Zack and Miri Make a Porno,13008
Paranormal Activity 2,16031
Before Sunset,7911
The SpongeBob Movie: Sponge Out of Water,28450
Walk the Line,10556
The Incredible Burt Wonderstone,20597
Out of the Furnace,21605
Vantage Point,12415
The Great Escape,1217
Jeepers Creepers,4614
Gandhi,1248
Green Zone,14894
Erin Brockovich,3289
Sleepers,1031
Big Trouble in Little China,3618
Hard Candy,10928
The Princess Diaries 2: Royal Engagement,8081
Extremely Loud & Incredibly Close,18206
The Hills Have Eyes,10857
The First Time,20634
Last Action Hero,480
Cheaper by the Dozen,7008
Band of Brothers,43190
The Counselor,21848
101 Dalmatians,1318
Lockout,18735
Galaxy Quest,3058
The Wind Rises,21429
Escape from New York,1094
The Master,19429
The Best Offer,21125
Cars 3,43294
Æon Flux,10371
Tron,1996
The Nutty Professor,768
Ghosts of Girlfriends Past,13843
Magic Mike XXL,31322
Legend of the Guardians: The Owls of Ga'Hoole,15834
To the Bone,42537
The Running Man,3576
Seeking a Friend for the End of the World,19100
Sister Act,3129
Australia,13128
The Smurfs 2,21381
K-PAX,4744
Priest,17108
Three Kings,2774
Harold & Kumar Go to White Castle,8080
The Bank Job,12442
Flubber,1622
Shanghai Knights,6018
Storks,40608
Munich,10641
Deliver Us from Evil,23717
Midnight Special,28811
Doctor Dolittle,1802
Aloha,30185
White Chicks,7832
Killer Elite,17842
The Rocky Horror Picture Show,2542
Rambo III,2291
The Secret World of Arrietty,16383
"I, Frankenstein",22646
Dope,27864
I Know What You Did Last Summer,1566
Victor Frankenstein,32486
Pete's Dragon,39336
The Man from Earth,12182
House of Wax,10013
Green Room,32801
La Haine,95
The Way Way Back,21054
Chicago,5853
The Lion King 1½,9353
Cape Fear,1295
It's Kind of a Funny Story,15851
She's the Man,10840
Two Night Stand,24270
What's Your Number?,18028
The Boxtrolls,24208
The Lake House,11001
The Dark Tower,45014
Bad Grandpa,21938
Rocky V,2299
What If,21598
Alvin and the Chipmunks: The Squeakquel,14562
Rushmore,2282
Star Trek II: The Wrath of Khan,1325
We Need to Talk About Kevin,17973
Around the World in 80 Days,7827
Antichrist,13748
Babylon A.D.,12912
My Big Fat Greek Wedding,5165
Mr. Holmes,30468
Paranormal Activity 3,17996
Dog Day Afternoon,3244
Reign of Fire,5329
From Paris with Love,14899
Ip Man 2,15571
Mr. Bean's Holiday,11774
Splice,15300
Eddie the Eagle,36013
Idiocracy,11257
The Bodyguard,3139
The Ghost Writer,14845
The Dreamers,7112
All Is Lost,21907
Step Up Revolution,19862
The Boat That Rocked,13598
Automata,24291
To Kill a Mockingbird,1164
Open Season,11311
16 Blocks,10817
The Exorcism of Emily Rose,10383
EuroTrip,7164
We Are Your Friends,32712
Before I Go to Sleep,24075
Run Lola Run,2577
Star Trek: First Contact,1308
Primer,8187
Peter Pan,7011
Push,13378
Thank You for Smoking,10841
Ronin,2165
"Everything, Everything",43220
The Texas Chainsaw Massacre,6731
Memoirs of a Geisha,10599
Sing Street,37863
Beauty and the Beast,23216
Dark Skies,20505
National Lampoon's Christmas Vacation,2310
Frank,23631
Team America: World Police,8190
Bad Santa,6805
Hannibal Rising,11560
Metropolis,1901
Wild Hogs,11652
Wild Card,28165
Gremlins 2: The New Batch,1895
Conan the Barbarian,1515
Arthur and the Invisibles,11500
Pride and Prejudice and Zombies,35581
Marie Antoinette,11019
Dilwale Dulhania Le Jayenge,10309
Starsky & Hutch,7172
Demolition,32951
The Guest,24038
Ben-Hur,1242
Mr. Deeds,5315
The Curse of the Were-Rabbit,10411
Anna Karenina,19734
The Land Before Time,4391
Butch Cassidy and the Sundance Kid,1258
Hot Pursuit,29926
"Good Morning, Vietnam",3328
Step Up 2: The Streets,12417
Stuck in Love,21243
A Dog's Purpose,41814
Let Me In,15889
Eat Pray Love,15815
Death Becomes Her,3140
Four Weddings and a Funeral,352
Coherence,24000
Taxi,7877
Wrong Turn,6234
Green Street Hooligans,10386
The Orphanage,12228
Before I Fall,42185
Brothers,14452
Evolution,4215
Adaptation.,5764
Step Up All In,23830
The Crazies,14872
Nebraska,21694
Hero,6938
Dead Man Down,20549
Daybreakers,14620
The Ring Two,9475
Hollow Man,3703
The November Man,24191
Primal Fear,619
Seven Years in Tibet,1545
The Time Machine,5040
Judge Dredd,170
Kindergarten Cop,6852
Gothika,6801
Legion,14740
Superman II,2527
Machete Kills,21815
Ben-Hur,26556
Highlander,1230
I Now Pronounce You Chuck & Larry,11928
25th Hour,5816
Ed Wood,231
Fun with Dick and Jane,10646
The Signal,23758
The Sting,1190
The Secret in Their Eyes,14115
"Definitely, Maybe",12408
Welcome to the Sticks,12770
Legends of the Fall,262
High Fidelity,3361
Gulliver's Travels,16347
Home Alone 3,1627
Tombstone,548
The Wedding Ringer,28175
Stuart Little 2,5346
Oldboy,22276
Patriots Day,41888
Garden State,8057
Dirty Harry,4725
Cinderella Man,10099
Sleepless in Seattle,534
Frozen Fever,28665
Filth,21817
Brick Mansions,23263
Milk,13131
Repo Men,14963
Hall Pass,16761
Beverly Hills Cop II,3958
About a Boy,5243
Get Him to the Greek,15289
Youth,30079
Max Payne,13006
Anaconda,1436
Das Boot,1189
Triangle,14784
Friday the 13th,1865
Fuck You Goethe,22339
Dogville,7218
Jack and Jill,18101
Blazing Saddles,3549
Doom,10368
Labyrinth,1858
Four Brothers,10263
The Texas Chain Saw Massacre,2346
Fright Night,17652
Deep Blue Sea,2607
Surf's Up,11863
City of Ember,13001
Police Academy,2265
My Sister's Keeper,13863
Entrapment,2491
Conan the Barbarian,17688
What to Expect When You're Expecting,19079
Monte Carlo,17432
Inkheart,13318
The Box,14417
The Rescuers,1981
The Perfect Storm,3633
Keeping Up with the Joneses,40952
Drive Angry,16737
Freddy vs. Jason,6466
The Peanuts Movie,34215
My Best Friend's Wedding,1498
The Amityville Horror,9987
Sinister 2,32307
Once Upon a Time in Mexico,6560
Child's Play,1882
John Q,4977
Maggie,29921
Vampire Academy,23257
The 6th Day,3861
The Cable Guy,764
The Wedding Singer,1683
Bean,1587
"Good bye, Lenin!",7170
Krampus,30542
Couples Retreat,14258
Broken City,20273
Masterminds,39989
Manhattan,1199
Pi,1812
Regression,29576
Irrational Man,31876
Cliffhanger,429
The Switch,15720
Piranha 3D,15653
The Lost City of Z,42868
What Happened to Monday,44624
Here Comes the Boom,19700
The Finest Hours,36148
Dawn of the Dead,7234
Monsters,15910
What Dreams May Come,2184
Mary and Max,14310
Step Up 3D,15736
Just Like Heaven,10334
The Campaign,19268
Poseidon,10971
Paycheck,7010
Bend It Like Beckham,6080
The Spiderwick Chronicles,12416
The Negotiator,1949
The SpongeBob SquarePants Movie,8247
Sisters,35363
Spy Game,4771
The Infiltrator,39537
Babysitting,24865
Night of the Living Dead,941
Blair Witch,40497
Coyote Ugly,3702
Elektra,9617
Troll Hunter,16832
Charlie St. Cloud,15579
Shoot 'Em Up,12043
A Dangerous Method,17822
Hot Shots!,5407
The Skeleton Key,10262
Philomena,22042
Dazed and Confused,436
Dorian Gray,14904
Hummingbird,21168
Frozen,14926
Only Lovers Left Alive,22416
Jingle All the Way,1311
Before Midnight,20488
Tears of the Sun,6075
Burlesque,16379
Martyrs,12983
Escape from Alcatraz,7714
Case 39,14968
Defiance,13255
Where the Wild Things Are,14283
Julie & Julia,13967
The Voices,25247
Blades of Glory,11721
The Rite,16624
Faster,16331
Dune,1912
Paul Blart: Mall Cop 2,29337
A Fish Called Wanda,1047
Robin Hood: Men in Tights,515
Role Models,13064
They Call Me Jeeg Robot,37505
Winter's Bone,15357
Dreamcatcher,6112
Bring It On,3758
Paranormal Activity 4,19653
Planet 51,14484
Red Dawn,19823
The Transporter Refueled,32871
Traffic,3909
Lost Highway,1407
Thunderball,2877
District B13,10700
An American Werewolf in London,1274
The Pink Panther,10793
The Seventh Seal,1193
Music and Lyrics,11595
Sky High,10226
Planes,21419
Awakenings,2988
The Last King of Scotland,11349
"Planes, Trains and Automobiles",3877
Ride Along 2,35976
Napoleon Dynamite,7733
House at the End of the Street,19487
Friday the 13th,13457
Colonia,32033
Criminal,30540
Twins,4430
xXx: State of the Union,10010
The Cobbler,28671
Layer Cake,9469
Child 44,28915
Paths of Glory,1138
To Rome with Love,19080
The Space Between Us,41488
Iron Sky,18789
Dinosaur,3493
Porco Rosso,9005
They Live,4425
The Wolfman,14823
Funny Games,12445
Safety Not Guaranteed,19050
Diamonds Are Forever,3859
Delivery Man,22076
The Girl Who Played with Fire,14839
Walk of Shame,23364
Sabotage,22761
The Fundamentals of Caring,39048
Herbie Fully Loaded,10132
The Flintstones,350
The English Patient,1142
Payback,2377
Wall Street,3882
Ong-Bak: The Thai Warrior,9449
The Naked Gun 2½: The Smell of Fear,3745
Men of Honor,3855
Endless Love,22786
The Legend of 1900,2576
The Bridge on the River Kwai,1205
Eraser,766
American Pie Presents: Band Camp,10491
Letters from Iwo Jima,11492
The Chorus,9456
DragonHeart,643
Eight Below,10808
Old School,6050
Moonraker,3516
Road Trip,3495
The Gambler,27148
A Most Violent Year,25466
Irreversible,6076
Europa Report,21151
Licence to Kill,2874
Gifted,43186
47 Meters Down,39694
The Night Before,33011
Cellular,8133
Raising Arizona,1345
The House Bunny,12894
Runner Runner,21743
Gnomeo & Juliet,16675
The Host,11670
Ruby Sparks,19217
Look Who's Talking,4492
The Lost Boys,4002
The Recruit,5921
A Most Wanted Man,23780
Cold Mountain,7009
Get the Gringo,19024
She's Out of My League,14910
Mr. Brooks,11829
Going in Style,43059
Punch-Drunk Love,5536
The Legend of Hercules,23110
I Am Sam,4884
Dinner for Schmucks,15540
Cheaper by the Dozen 2,10645
Star Trek: The Motion Picture,1322
Smokin' Aces,11555
Office Christmas Party,41471
You Only Live Twice,7329
The Whole Nine Yards,3183
Ghost Ship,5646
Live and Let Die,2875
A Scanner Darkly,9510
The Iron Lady,18358
Four Rooms,17
Dial M for Murder,1054
Rope,2067
Year One,13803
30 Minutes or Less,17604
I Spit on Your Grave,16585
Addams Family Values,405
City of Angels,1728
Amores perros,4108
The Jackal,1609
True Story,27833
The Naked Gun 33⅓: The Final Insult,365
Another Earth,17653
Short Circuit,4417
I Saw the Devil,16311
The X Files: I Want to Believe,12828
Octopussy,7330
Dead Silence,11689
The Man with the Golden Gun,3517
Sunset Boulevard,895
Spy Kids 2: The Island of Lost Dreams,5370
Flags of Our Fathers,11355
Eye in the Sky,37562
"I Love You, Man",13492
Unleashed,10061
Love Me If You Dare,8283
Margin Call,17989
The Core,6126
Rat Race,4599
We Were Soldiers,5021
Exam,15320
The Family Man,3898
Serendipity,4693
The Human Centipede (First Sequence),15132
Brüno,13880
The Choice,38166
Hitchcock,19928
Scouts Guide to the Zombie Apocalypse,32619
Daddy Day Care,6200
Bedazzled,3843
Sex and the City,12641
Footloose,3669
Blood Father,39789
Spy Kids 3-D: Game Over,6417
The 13th Warrior,2711
The Invention of Lying,14231
A Haunted House,20223
"Dude, Where’s My Car?",3890
The Rundown,6615
The Losers,15126
Outbreak,288
A Time to Kill,784
Small Soldiers,1811
Barry Lyndon,2615
The Waterboy,2222
Super Size Me,7788
Race to Witch Mountain,13970
Hostage,9770
G-Force,14044
Scooby-Doo 2: Monsters Unleashed,7216
Elite Squad,12156
Cop Out,14842
The Lazarus Effect,28542
Lars and the Real Girl,12096
WarGames,6827
The Kingdom,12009
Hereafter,16048
Citizenfour,25086
Skyline,16190
The Hundred-Foot Journey,23877
