id,title,vote_count,vote_average,year
9812,Thursday,84.0,7.0,1998
41992,Sophie's World,11.0,5.5,1999
88421,Wavelength,15.0,6.1,1967
8697,Who Am I?,178.0,6.6,1998
22140,The Kingdom II,10.0,6.7,1997
7096,Merlin,47.0,6.0,1998
21039,Rogue Trader,38.0,6.0,1999
19850,Breast Men,21.0,5.0,1997
17263,A Murder of Crows,40.0,6.0,1999
344,"Bang, Boom, Bang",52.0,7.5,1999
15805,Batman & Mr. Freeze: SubZero,79.0,6.9,1998
14439,The Pentagon Wars,12.0,6.8,1998
41227,A Place Called Chiapas,5.0,6.9,1998
13428,Two Hands,48.0,6.4,1999
27260,Brave New World,13.0,6.5,1998
11508,Addams Family Reunion,46.0,3.9,1998
67899,Thick as Thieves,12.0,5.3,1999
36105,Set Me Free,3.0,6.7,1999
47186,Claire Dolan,3.0,6.0,1998
50173,Jigoku,20.0,5.8,1960
57644,The Smashing Pumpkins: Vieuphoria,0.0,0.0,1994
46817,The Class Trip,7.0,6.0,1998
45935,Flowers of Shanghai,16.0,7.5,1998
47060,The Hole,16.0,7.2,1998
84002,Of Freaks and Men,14.0,5.9,1998
9943,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,7.0,6.3,1998
23356,Purgatory,8.0,4.4,1999
55257,Juha,9.0,6.8,1999
2487,Lady Snowblood,79.0,7.8,1973
38821,The Tough Ones,17.0,6.8,1999
10429,Takedown,56.0,6.3,2000
17985,Bleeder,34.0,7.1,1999
21210,Dil Se..,29.0,6.7,1998
54860,The Bodyguard,3.0,3.7,1973
9597,Vidocq,133.0,5.8,2001
21644,Molokai: The Story of Father Damien,3.0,3.8,2002
5511,Le Samouraï,187.0,7.9,1967
12485,Candyman: Day of the Dead,37.0,3.6,1999
49745,The 4th Floor,24.0,5.7,1999
62825,A Long Hot Summer,7.0,6.1,1999
17074,The Batman Superman Movie: World's Finest,53.0,7.1,1998
18491,The End of Evangelion,124.0,8.1,1997
175739,The Life of Aleksis Kivi,3.0,7.0,2002
13777,He Died with a Felafel in His Hand,17.0,6.9,2001
11854,Kuch Kuch Hota Hai,93.0,7.5,1998
87489,Document of the Dead,6.0,7.8,1985
33491,Venus Beauty Institute,19.0,5.4,1999
12619,Cherry Falls,64.0,4.7,2000
39927,Freeway II: Confessions of a Trickbaby,13.0,6.0,1999
24272,Joseph and the Amazing Technicolor Dreamcoat,13.0,6.1,1999
29587,Style Wars,14.0,8.1,1983
3716,In July,54.0,7.5,2000
11944,Joan of Arc,22.0,6.7,1999
21348,Kirikou and the Sorceress,229.0,7.2,1998
15319,After the Rain,19.0,7.3,1999
9011,The Prophecy 3: The Ascent,38.0,5.5,2000
2332,Taxi 2,430.0,6.1,2000
54003,Pups,7.0,6.6,1999
20882,Peculiarities of the National Fishing,17.0,6.8,1998
10205,Cut,13.0,4.5,2000
40476,Kadosh,4.0,6.1,1999
18394,Essex Boys,30.0,5.7,2000
31774,Picking Up the Pieces,21.0,4.1,2000
35735,Badding,4.0,5.0,2000
38203,The Wedding Waltz,3.0,7.7,1988
19362,Meeting People Is Easy,10.0,7.2,1998
5458,Cruel Intentions 2,99.0,4.4,2000
31161,Adrenaline Drive,3.0,7.3,1999
65296,Humanité,19.0,6.7,1999
32067,Beautiful Joe,6.0,5.5,2000
32306,The Underground Comedy Movie,5.0,2.1,1999
66668,The Shrink Is In,5.0,5.8,2001
72490,Charisma,7.0,5.8,1999
10482,Guest House Paradiso,41.0,6.3,1999
107942,Swimming,2.0,5.5,2000
28031,If These Walls Could Talk 2,26.0,6.3,2000
54491,The Trumpet Of The Swan,13.0,5.1,2001
110147,The 10th Kingdom,51.0,7.5,2000
15653,An Extremely Goofy Movie,123.0,6.0,2000
43423,The Wind Will Carry Us,26.0,6.9,1999
12480,Water Drops on Burning Rocks,22.0,6.8,2000
13439,The Tracker,15.0,6.6,2002
844,2046,208.0,6.9,2004
29512,Bruiser,37.0,5.4,2000
97206,Taboo,9.0,2.9,2002
101338,Crane World,3.0,6.7,1999
23985,Cremaster 2,9.0,5.8,1999
2463,Running Out of Time,31.0,7.5,1999
16874,The Wog Boy,5.0,6.2,2000
274669,Century of the Dragon,2.0,8.0,1999
32166,Chasing Sleep,16.0,6.4,2000
204839,The Stepdaughter,3.0,4.7,2000
38987,Possible Worlds,10.0,5.8,2000
9439,The Nameless,34.0,4.9,1999
52666,The Debt,9.0,6.5,1999
71138,Female Prisoner #701: Scorpion,24.0,7.3,1972
39872,Female Prisoner Scorpion: Jailhouse 41,17.0,7.5,1972
53048,Bartleby,8.0,5.3,2001
22616,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,4.0,5.3,1991
20160,Restless,16.0,5.2,2000
28943,Shiner,10.0,5.1,2000
16234,Batman Beyond: Return of the Joker,152.0,7.5,2000
82550,Roberto Succo,5.0,6.1,2001
11599,Suzhou River,15.0,6.3,2000
33253,6ixtynin9,18.0,7.0,1999
11075,Audition,372.0,6.8,1999
16171,The Nine Lives of Tomas Katz,7.0,7.7,2000
33355,For Love or Country: The Arturo Sandoval Story,3.0,6.3,2000
49671,Paragraph 175,6.0,4.2,2000
15917,Devdas,78.0,7.4,2002
10706,Mimic 2,54.0,4.8,2001
36246,Monday,22.0,7.5,2000
17208,Paradise Lost 2: Revelations,26.0,7.2,2000
26245,Dark Prince: The True Story of Dracula,16.0,6.2,2000
62529,Sound and Fury,7.0,5.4,2000
467,The Hole,227.0,6.4,2001
25988,The Sleeping Dictionary,38.0,6.3,2003
73952,When Strangers Appear,12.0,5.5,2001
19738,Revolutionary Girl Utena: The Movie,12.0,7.3,1999
16435,Speaking of Sex,6.0,5.9,2001
26014,Good Advice,24.0,5.7,2001
45418,Needing You...,10.0,5.7,2000
15024,The Mists of Avalon,44.0,6.4,2001
11366,Spiral,49.0,6.0,2000
89823,The Big Animal,5.0,7.6,2000
10751,Old Men in New Cars: In China They Eat Dogs II,37.0,6.9,2002
38294,Purely Belter,7.0,7.0,2000
18836,The Quickie,4.0,4.3,2001
10757,Kabhi Khushi Kabhie Gham,103.0,7.6,2001
55256,The River,2.0,7.0,2001
23160,Werckmeister Harmonies,61.0,7.4,2000
2899,Asterix & Obelix: Mission Cleopatra,782.0,7.2,2002
44756,Is It Fall Yet?,23.0,7.5,2000
18088,Late Night Shopping,11.0,6.3,2001
31010,Uprising,18.0,6.3,2001
20536,61*,34.0,6.3,2001
3577,The Tunnel,33.0,6.9,2001
27259,Long Time Dead,30.0,4.5,2002
19448,The Laramie Project,13.0,6.0,2002
14923,Run Ronnie Run,24.0,5.7,2002
32248,Gojoe: Spirit War Chronicle,9.0,6.7,2000
47115,A Gentleman's Game,3.0,4.2,2002
2440,Joint Security Area,115.0,7.7,2000
10836,Dagon,79.0,6.4,2001
10955,Ripley's Game,70.0,6.6,2002
12900,Conspiracy,77.0,6.9,2001
37998,Freeze Me,8.0,5.5,2000
10978,The Best Man's Wedding,32.0,5.9,2000
81540,Teknolust,4.0,4.8,2002
40096,A Dog's Will,120.0,8.2,2000
11847,The Accidental Spy,120.0,5.9,2001
52999,The Adversary,24.0,7.2,2002
41714,The Beautiful Country,10.0,6.3,2004
11056,Darkness,114.0,5.6,2002
27967,Mockingbird Don't Sing,7.0,6.1,2001
919,Blood: The Last Vampire,76.0,6.6,2000
57558,Vacuuming Completely Nude in Paradise,8.0,5.0,2001
13437,Avenging Angelo,46.0,5.0,2002
55852,Southern Comfort,4.0,7.8,2001
211,Berlin is in Germany,3.0,6.3,2001
10046,Blueberry,51.0,5.0,2004
27245,Electric Dragon 80.000 V,15.0,6.1,2001
6382,The Nugget,2.0,6.5,2002
36243,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",23.0,6.2,2001
45538,Shackleton's Antarctic Adventure,4.0,5.9,2001
48843,The Barber,9.0,4.7,2001
22242,Dirty Deeds,9.0,6.3,2002
50467,Miranda,5.0,6.4,2002
16077,My Little Eye,58.0,5.8,2002
58255,Kung Phooey,3.0,7.0,2003
2191,Stranded,14.0,5.8,2001
11553,Millennium Mambo,32.0,7.2,2001
29832,Martin & Orloff,4.0,6.0,2002
10726,American Psycho 2: All American Girl,81.0,4.6,2002
57100,Double Vision,20.0,6.2,2002
44793,Soft Shell Man,2.0,7.0,2001
35110,Samouraïs,6.0,2.6,2002
9298,Ali G Indahouse,332.0,6.0,2002
89591,Black Plague,4.0,5.8,2002
13899,Dead or Alive 2: Birds,23.0,6.8,2000
437,Cube²: Hypercube,383.0,5.4,2002
38901,"Milwaukee, Minnesota",2.0,4.3,2003
37712,Pistol Opera,6.0,6.4,2001
37266,Secret Passage,1.0,3.0,2004
14809,Stark Raving Mad,21.0,6.2,2002
27324,Pulse,89.0,6.1,2001
33625,Killing Emmett Young,7.0,6.3,2002
35583,The Lost Battalion,18.0,6.0,2001
35848,Hukkle,16.0,6.6,2002
4592,Carolina,21.0,5.5,2003
71099,Charms For the Easy Life,0.0,0.0,2002
9025,Dog Days,20.0,6.7,2001
2111,Balzac and the Little Chinese Seamstress,20.0,6.9,2002
14752,Dil Chahta Hai,71.0,7.1,2001
11178,My Sassy Girl,158.0,7.3,2001
10943,The Gathering,39.0,5.1,2003
125842,Shot in the Heart,6.0,6.4,2001
100973,Deadline,8.0,5.4,2001
23305,The Warrior,15.0,6.3,2001
21707,My Wife Is a Gangster,15.0,6.1,2001
10981,Nothing,38.0,5.8,2003
10918,Undertaking Betty,30.0,6.2,2002
30839,Waterboys,16.0,6.0,2001
4612,Absolon,24.0,4.3,2003
36222,Dead or Alive: Final,18.0,5.3,2002
33068,Hell House,13.0,6.8,2001
13984,Fubar,16.0,5.9,2002
16184,The Happiness of the Katakuris,47.0,7.3,2001
53244,Sex Is Comedy,10.0,6.1,2002
14868,The Rage in Placid Lake,11.0,6.7,2003
36353,Stratosphere Girl,6.0,5.3,2004
97754,My Mother Likes Women,7.0,6.1,2002
11427,Dead End,121.0,6.6,2003
18072,Pure,17.0,6.6,2002
4689,Sympathy for Mr. Vengeance,302.0,7.3,2002
16209,Jesus Christ Vampire Hunter,15.0,3.9,2001
45379,Chinese Odyssey 2002,10.0,7.3,2002
18248,The Foreigner,41.0,3.7,2003
8441,The Man of the Year,15.0,5.8,2003
12720,Suicide Club,107.0,6.4,2001
21041,The Third Wave,12.0,6.2,2003
5552,Immortal,131.0,5.8,2004
8325,Tiptoes,21.0,4.7,2003
10077,A Sound of Thunder,111.0,4.8,2005
11430,The Lion King 1½,694.0,6.3,2004
31076,Fear and Trembling,21.0,6.4,2003
28730,Live from Baghdad,16.0,6.7,2002
40432,Planta 4ª,10.0,7.1,2003
26955,Oasis,44.0,7.8,2002
23986,Cremaster 3,10.0,6.8,2002
4326,Herr Lehmann,31.0,6.9,2003
16132,Twin Sisters,25.0,6.8,2002
36730,My House in Umbria,11.0,5.6,2003
55496,Upswing,12.0,6.7,2003
30806,Out for a Kill,38.0,4.2,2003
20164,Bad Boys,16.0,5.8,2003
38970,"Remember Me, My Love",47.0,5.8,2003
32526,Soldier's Girl,27.0,6.9,2003
26491,Tipping the Velvet,12.0,7.3,2002
15271,Bright Young Things,22.0,6.1,2003
45572,Resurrection of The Little Match Girl,6.0,5.3,2002
22076,Alien Hunter,39.0,4.7,2003
16973,Love Object,31.0,5.8,2003
55931,The Animatrix,433.0,6.9,2003
12703,The Brown Bunny,63.0,5.5,2004
32250,Ju-on: The Curse,57.0,7.0,2000
44203,Ju-on: The Curse 2,36.0,5.9,2000
46814,Elina: As If I Wasn't There,5.0,6.0,2003
9282,11:14,211.0,6.8,2003
5844,Alive,11.0,6.2,2002
61485,Springtime in a Small Town,6.0,6.2,2002
10891,Tremors 4: The Legend Begins,108.0,5.4,2004
25334,Wondrous Oblivion,0.0,0.0,2004
12540,Bring It On Again,93.0,5.3,2004
60672,Crimson Rivers II: Angels of the Apocalypse,166.0,6.0,2004
24241,And Starring Pancho Villa as Himself,6.0,5.2,2003
11556,Nicotina,16.0,6.2,2003
49007,Iron Jawed Angels,21.0,6.7,2004
11197,Evil,96.0,6.9,2003
14245,Sniper 2,30.0,5.4,2002
27079,High Roller: The Stu Ungar Story,1.0,10.0,2003
3177,Battle Royale II: Requiem,115.0,4.9,2003
19277,In Hell,79.0,5.6,2003
11774,Lemony Snicket's A Series of Unfortunate Events,1521.0,6.7,2004
10855,Naked Weapon,50.0,5.8,2002
16765,Bukowski - Born into This,15.0,7.9,2003
4972,The Green Butchers,64.0,7.4,2003
54764,Pearls and Pigs,10.0,6.1,2003
120360,An Injury to One,1.0,7.0,2002
20162,Addiction - When Nothing Is Enough,8.0,4.1,2004
2841,A Very Long Engagement,352.0,7.1,2004
11606,Last Life in the Universe,44.0,7.3,2003
189332,The Galíndez File,2.0,5.5,2003
363,Head-On,111.0,7.3,2004
12140,Ghost in the Shell 2: Innocence,230.0,7.3,2004
4254,Kal Ho Naa Ho,110.0,7.3,2003
15370,The Cat Returns,364.0,7.2,2002
16635,In My Country,7.0,7.1,2004
23520,Unstoppable,28.0,4.9,2004
1418,Take My Eyes,46.0,6.9,2003
15990,The Cathedral,16.0,7.4,2002
11492,Blind Shaft,12.0,7.6,2003
12496,The Twilight Samurai,95.0,7.5,2002
17457,The Twins Effect,35.0,5.5,2003
22618,Far Side of the Moon,9.0,7.4,2003
29987,Facing Windows,54.0,7.0,2003
10361,Ginger Snaps 2: Unleashed,72.0,6.2,2004
36763,Salem's Lot,54.0,5.5,2004
41070,Dark Woods,28.0,5.9,2003
14527,Foolproof,49.0,6.3,2003
12542,Belly of the Beast,38.0,4.8,2003
32276,"Easy Riders, Raging Bulls",14.0,7.3,2003
100594,The Book of Fate,2.0,3.5,2003
14455,When the Last Sword Is Drawn,30.0,7.5,2003
25757,Comic Book: The Movie,2.0,6.0,2004
24092,2LDK,18.0,7.1,2003
20357,Trauma,17.0,5.2,2004
21200,Intimate Strangers,17.0,5.8,2004
40876,Down to the Bone,11.0,6.5,2004
95536,A Talking Picture,7.0,7.4,2003
11838,Ju-on: The Grudge,199.0,6.7,2002
670,Oldboy,2000.0,8.0,2003
25500,Red Lights,9.0,5.3,2004
85873,GhostWatcher,3.0,4.0,2002
12583,Ginger Snaps Back: The Beginning,54.0,6.0,2004
21513,Moon Child,9.0,5.6,2003
12608,Illusive Tracks,10.0,5.5,2003
14190,The Black Lapp,6.0,5.5,2003
49681,Lost Embrace,10.0,5.9,2004
9694,One Missed Call,100.0,5.8,2003
12802,Goldfish Memory,6.0,6.2,2003
22537,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,15.0,6.6,2002
9667,The Jacket,459.0,6.8,2005
13373,Millions,106.0,6.3,2005
37209,The Saddest Music in the World,18.0,7.9,2003
10304,Starship Troopers 2: Hero of the Federation,176.0,3.8,2004
40823,The Man Who Copied,60.0,7.0,2003
9666,Ju-on: The Grudge 2,73.0,6.5,2003
13371,Sex Lives of the Potato Men,10.0,5.1,2004
11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,79.0,7.4,2003
9316,Ong-Bak: The Thai Warrior,556.0,7.0,2003
11647,Infernal Affairs II,108.0,7.2,2003
1913,The Sea Inside,224.0,7.2,2004
45693,Lucky 7,18.0,4.9,2003
2539,Spanglish,375.0,5.8,2004
15177,Buddy,7.0,6.4,2003
14770,Festival Express,7.0,6.7,2003
5528,The Chorus,553.0,7.5,2004
10105,Saints and Soldiers,98.0,6.6,2003
38398,Just Bea,3.0,6.5,2004
1114,The Weeping Camel,42.0,7.8,2003
179,The Interpreter,400.0,6.2,2005
83,Open Water,320.0,5.3,2004
12653,Romasanta,21.0,5.4,2004
32233,Running on Karma,20.0,6.4,2003
55177,Touch of Pink,12.0,5.7,2004
14310,Infernal Affairs III,76.0,7.0,2003
24860,The Memory Of A Killer,31.0,6.4,2003
26766,Slasher,5.0,6.6,2004
24747,Bobby Jones: Stroke of Genius,19.0,5.5,2004
4836,Layer Cake,565.0,7.0,2004
18711,Silver City,13.0,6.3,2004
11190,The Return,102.0,7.4,2003
37918,The Agronomist,7.0,5.6,2003
11866,Flight of the Phoenix,282.0,5.7,2004
12281,Mean Creek,110.0,6.9,2004
10320,The Ring Two,646.0,5.5,2005
16427,A Day Without a Mexican,16.0,5.0,2004
30973,The Visual Bible: The Gospel of John,12.0,8.2,2003
12086,Machuca,37.0,7.5,2004
11420,The Corporation,75.0,7.6,2003
57337,Game Over: Kasparov and the Machine,9.0,6.7,2003
81792,Vibrator,12.0,6.0,2003
3396,The Yes Men,28.0,7.0,2003
1404,Ae Fond Kiss...,21.0,6.2,2004
62276,Bummer,18.0,6.0,2003
464,As It Is in Heaven,43.0,7.0,2004
40974,Green Tea,5.0,7.4,2003
59196,Lost Boys of Sudan,3.0,7.7,2003
20912,She Hate Me,29.0,5.1,2004
5889,Azumi,91.0,6.5,2003
1126,In My Father's Den,26.0,7.5,2004
10296,The Football Factory,83.0,6.5,2004
11658,Tae Guk Gi: The Brotherhood of War,134.0,7.4,2004
20544,Something the Lord Made,38.0,7.5,2004
11401,Metallica: Some Kind of Monster,49.0,6.7,2004
19423,Going the Distance,20.0,5.4,2004
31781,Redemption: The Stan Tookie Williams Story,17.0,5.7,2004
9483,Schultze Gets the Blues,14.0,6.4,2003
1392,Born into Brothels,61.0,6.7,2004
1843,Dig!,20.0,7.2,2004
33102,The Girl from Monday,3.0,3.3,2005
291,Riding Giants,23.0,7.6,2004
88138,Dear Pillow,1.0,7.0,2004
28105,Word Wars,7.0,6.1,2004
5460,Cruel Intentions 3,46.0,4.3,2004
51363,When Will I Be Loved,12.0,4.2,2004
16843,11:11,15.0,2.7,2004
4896,Muxmäuschenstill,7.0,7.1,2004
8357,What the #$*! Do We (K)now!?,34.0,5.8,2004
24674,The Eye 2,27.0,5.5,2004
3509,A Scanner Darkly,540.0,6.8,2006
11662,Casshern,74.0,5.7,2004
10103,Windstruck,33.0,7.2,2004
33150,Howard Zinn: You Can't Be Neutral on a Moving Train,7.0,6.8,2004
13372,Outfoxed: Rupert Murdoch's War on Journalism,21.0,6.9,2004
36678,"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",5.0,5.6,2004
21754,Fahrenhype 9/11,2.0,3.0,2004
23319,Jerry Seinfeld: I'm Telling You for the Last Time,18.0,7.4,1998
41171,Noel,53.0,5.7,2004
23592,In Enemy Hands,28.0,6.0,2005
47614,Sexual Dependency,3.0,5.3,2003
986,Chimes at Midnight,37.0,6.8,1965
70,Million Dollar Baby,2519.0,7.7,2004
31713,The Narrow Margin,32.0,7.3,1952
32041,Hell Is for Heroes,34.0,6.5,1962
55309,Vincent & Theo,15.0,6.3,1990
38724,Some Came Running,19.0,6.1,1958
12487,Gozu,57.0,7.2,2003
56616,"Goodbye, Dragon Inn",18.0,6.9,2003
205,Hotel Rwanda,805.0,7.5,2004
150523,The Mahabharata,6.0,7.2,1989
46761,Sitcom,27.0,6.4,1998
43872,Born to Dance,1.0,8.0,1936
5183,Travels with My Aunt,8.0,6.3,1972
28055,Blood and Black Lace,53.0,7.3,1964
12597,Hellraiser: Inferno,101.0,5.3,2000
118,Charlie and the Chocolate Factory,3759.0,6.7,2005
113213,Auggie Rose,4.0,6.5,2000
62143,The Wrong Box,14.0,5.6,1966
1280,3-Iron,225.0,7.7,2004
88288,It  Happens Every Spring,4.0,6.5,1949
421,The Life Aquatic with Steve Zissou,781.0,7.1,2004
2567,The Aviator,1526.0,7.0,2004
9833,The Phantom of the Opera,448.0,7.0,2004
6478,Beyond the Sea,55.0,6.5,2004
9692,The Woodsman,106.0,6.9,2004
1901,In Good Company,198.0,5.9,2004
693,Meet the Fockers,1412.0,6.1,2004
842,The Assassination of Richard Nixon,83.0,6.4,2004
9953,A Love Song for Bobby Long,97.0,6.8,2004
11162,The Merchant of Venice,147.0,6.7,2004
54291,The River,14.0,7.1,1997
57564,Rebels of the Neon God,17.0,7.3,1993
15401,Captain Kidd,6.0,5.9,1945
14604,Hold That Ghost,17.0,7.1,1941
26275,Kamikaze Girls,52.0,7.1,2004
15045,Fat Albert,69.0,4.3,2004
42420,The Keys to the House,21.0,6.6,2004
1853,In the Realms of the Unreal,14.0,7.5,2004
11804,White Noise,267.0,5.6,2005
19803,Underclassman,29.0,5.5,2005
11354,The Upside of Anger,74.0,6.4,2005
41613,Bomb the System,6.0,7.5,2002
61049,Arrowhead,9.0,5.7,1953
41384,The Grateful Dead,8.0,7.8,1977
14677,Last Train from Gun Hill,34.0,6.9,1959
61988,The Naked Jungle,23.0,6.4,1954
93462,Who's the Caboose?,2.0,6.8,1997
46021,A Handful of Dust,6.0,5.9,1988
40881,The Pickle,4.0,4.8,1993
147747,Wetherby,9.0,5.1,1985
47876,Little Miss Marker,10.0,6.0,1980
43150,Little Miss Marker,7.0,6.0,1934
66600,Sweet Liberty,9.0,5.7,1986
64334,Ghost River,2.0,6.0,2002
75976,It's All True,4.0,7.5,1993
69234,The Phantom of the Opera,3.0,5.0,1990
43442,I Remember Mama,15.0,6.8,1948
25033,The Last Horror Movie,11.0,5.3,2004
21259,Testament,29.0,6.3,1983
33766,Smooth Talk,15.0,5.6,1985
220690,Distant Thunder,3.0,7.5,1988
22301,Hell's Angels,19.0,6.1,1930
21030,Daddy's Dyin'... Who's Got the Will?,3.0,5.7,1990
79008,Jinxed!,3.0,4.7,1982
120328,Out Cold,1.0,6.0,1989
95466,Heart of America,7.0,4.7,2002
26426,A Show of Force,3.0,3.7,1990
18627,Son of Godzilla,19.0,5.2,1967
39472,Man Trouble,11.0,4.7,1992
34326,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",27.0,7.2,1973
10630,Führer Ex,9.0,6.2,2002
18927,Stander,27.0,6.1,2003
42257,Hester Street,7.0,5.6,1975
59143,Mikey and Nicky,9.0,6.9,1976
74122,The Bigamist,11.0,6.9,1953
58097,Freedomfighters,12.0,6.7,1996
25350,Imaginary Heroes,29.0,6.3,2004
16442,Sergeant York,47.0,7.1,1941
7229,Ruby & Quentin,183.0,6.7,2003
12576,Deathwatch,59.0,5.9,2002
42223,Madame Rosa,3.0,7.3,1977
20719,Day of the Wacko,29.0,7.2,2002
16220,Wizards,42.0,6.4,1977
23832,For Love and Gold,40.0,7.5,1966
54794,Heartlands,8.0,6.3,2002
33475,Abbott and Costello Meet the Invisible Man,18.0,7.1,1951
33472,Abbott and Costello Go to Mars,16.0,5.6,1953
33477,"Abbott and Costello Meet the Killer, Boris Karloff",14.0,7.1,1949
10609,The Life and Death of Peter Sellers,47.0,6.6,2004
2091,The Badge,10.0,6.1,2002
11633,Appleseed,116.0,6.8,2004
35031,The Milky Way,18.0,7.1,1969
12127,Pippi in the South Seas,23.0,7.0,1970
11626,Pippi on the Run,22.0,6.7,1970
13563,Puddle Cruiser,12.0,5.8,1996
36430,The Stickup,4.0,5.0,2002
9947,Elektra,590.0,4.9,2005
6439,Racing Stripes,127.0,5.1,2005
7214,Coach Carter,510.0,7.3,2005
43504,The Fighting Sullivans,5.0,5.5,1944
24749,Iceman,32.0,5.9,1984
17657,Ice Station Zebra,51.0,6.2,1968
32546,Lugares comunes,4.0,8.0,2002
42390,Boys Town,25.0,6.6,1938
26488,Torremolinos 73,18.0,6.6,2003
61477,Zhou Yu's Train,7.0,6.5,2002
27429,Shivers,127.0,6.3,1975
19610,A Star Is Born,22.0,5.7,1976
27549,Beastmaster 2: Through the Portal of Time,17.0,4.6,1991
43892,Gold Diggers of 1935,11.0,6.6,1935
8422,Rocco and His Brothers,65.0,7.7,1960
11373,Strawberries in the Supermarket,10.0,6.5,2003
989,The Mortal Storm,15.0,7.1,1940
43779,Once Upon a Honeymoon,12.0,5.6,1942
49696,Monday Morning,6.0,5.3,2002
34778,Christmas in July,17.0,6.7,1940
25970,I Married a Witch,38.0,6.8,1942
100894,The Mayor of Hell,8.0,6.6,1933
44463,The Miracle Woman,11.0,6.6,1931
39504,Moolaadé,16.0,5.9,2004
14883,This Girl's Life,14.0,5.1,2004
11423,Memories of Murder,427.0,7.9,2003
10694,The Chase,89.0,5.6,1994
16410,Hobson's Choice,31.0,6.7,1954
26581,Dr. Who and the Daleks,20.0,6.1,1965
342,Summer Storm,60.0,6.7,2004
613,Downfall,1059.0,7.7,2004
273,The White Sound,16.0,7.0,2001
8978,Assault on Precinct 13,318.0,6.0,2005
11637,Are We There Yet?,227.0,5.2,2005
12142,Alone in the Dark,174.0,3.1,2005
11096,Hide and Seek,455.0,6.1,2005
22559,Aliens of the Deep,19.0,6.8,2005
8968,Boogeyman,194.0,4.6,2005
6961,The Wedding Date,238.0,6.2,2005
31165,Inside I'm Dancing,54.0,7.1,2004
2517,Nobody Knows,92.0,7.8,2004
11413,Employee of the Month,47.0,6.1,2004
24962,Magic in the Water,11.0,5.3,1995
17978,The Great White Hope,6.0,5.0,1970
42729,A Study in Terror,18.0,6.4,1965
56655,Everything about Mustafa,9.0,8.0,2004
22383,The Professionals,66.0,6.8,1966
43801,The Devil and Miss Jones,13.0,7.2,1941
30923,Alice in Wonderland,71.0,6.1,1999
41851,Everyday People,4.0,7.3,2004
58918,Backflash,7.0,4.8,2002
11343,Salem's Lot,124.0,6.2,1979
661,The Marriage of Maria Braun,39.0,7.1,1979
10310,The Bitter Tears of Petra von Kant,32.0,7.5,1972
36851,Beau Geste,22.0,7.0,1939
147882,At Sword's Point,4.0,3.8,1952
27007,Overnight,17.0,6.9,2003
29259,Le Trou,73.0,8.2,1960
53200,Lessons of Darkness,26.0,8.3,1992
55624,Fata Morgana,20.0,6.4,1971
2436,Double Dragon,65.0,3.9,1994
20196,Mac and Me,44.0,4.0,1988
61144,Scorchers,3.0,4.8,1991
6317,Rosenstrasse,10.0,6.5,2003
68822,Casque d'Or,22.0,7.6,1952
27430,Touchez Pas au Grisbi,34.0,6.9,1954
43141,The Matchmaker,2.0,8.3,1958
135473,The Ballad of the Sad Cafe,1.0,5.0,1991
41968,The Deceivers,8.0,6.1,1988
34090,Siberia,4.0,5.5,1998
34561,Purple Butterfly,2.0,7.0,2003
45174,Easy,5.0,5.8,2003
16638,El Cid,57.0,6.8,1961
118075,Going All the Way,9.0,4.9,1997
42011,A Taxing Woman,5.0,5.8,1987
7454,The Bunker,10.0,5.8,2001
70498,A Fine Madness,5.0,6.8,1966
63617,Reap the Wild Wind,8.0,6.9,1942
23132,2009: Lost Memories,24.0,5.2,2002
68348,The Architecture of Doom,8.0,6.8,1989
37198,Inferno,8.0,5.9,1953
4935,Howl's Moving Castle,2049.0,8.2,2004
8953,Steamboy,103.0,6.4,2004
10951,Gorgeous,84.0,6.0,1999
42845,The Blade,17.0,6.4,1995
193704,Assisted Living,1.0,7.5,2005
41569,The Nomi Song,5.0,6.7,2004
8488,Hitch,1721.0,6.3,2005
13682,Pooh's Heffalump Movie,91.0,6.3,2005
12228,Inside Deep Throat,31.0,6.8,2005
32588,Uncle Nino,0.0,0.0,2003
57825,Bride & Prejudice,114.0,6.5,2004
561,Constantine,1837.0,6.6,2005
10214,Son of the Mask,346.0,3.6,2005
17880,Because of Winn-Dixie,63.0,6.1,2005
8340,Turtles Can Fly,49.0,7.2,2005
6414,Beautiful Boxer,19.0,6.2,2004
27202,Pauly Shore Is Dead,20.0,4.9,2003
1942,Bunny Lake Is Missing,35.0,6.6,1965
61574,Jeremy,4.0,5.0,1973
21433,Don't Tell Her It's Me,13.0,5.8,1990
52778,Until September,2.0,6.3,1984
19119,Night and the City,45.0,7.6,1950
18279,Frozen Land,18.0,6.8,2005
10636,Big Girls Don't Cry,10.0,6.4,2002
123452,White Banners,1.0,6.0,1938
3040,Night Watch,212.0,6.3,2004
18538,Dot the I,32.0,6.0,2003
125953,Sister Helen,2.0,7.0,2002
41475,Bright Leaves,7.0,6.5,2004
44875,Topper Returns,9.0,5.8,1941
